sdl2,libxkbcommon;wayland-protocols;xorg-libraries;alsa;doxygen;ibus;nasm;pulseaudio;libsamplerate;xorg;
seahorse,avahi;gcr;gnupg;gpgme;itstool;libhandy;libpwquality;libsecret;libsoup;openldap;openssh;p11-kit;vala;
seamonkey,alsa-lib;autoconf213;curl;dbus-glib;doxygen;gconf;gst-plugins-base;gtk+2;gtk+3;icu;libevent;nspr;nss;openjdk;pulseaudio;rustc;startup-notification;unzip;valgrind;wget;wireless-tools;yasm;zip;
sed,
sendmail,cyrus-sasl;ghostscript;openldap;
serf,apr-util;mit-kerberos-v5;scons;
sessreg,
setxkbmap,
sg3-utils,
sgml-common,
shadow,cracklib;linux-pam;
shared-mime-info,glib;itstool;libxml2;xmlto;
sharutils,
slang,libpng;pcre;
smartmontools,
smproxy,
solid,
sonnet,
sound-theme-freedesktop,
soundtouch,
speex,libogg;valgrind;
sphinx,
sphinx-rtd-theme,
sqlite,unzip;
ssh-askpass,gtk+3;xorg-libraries;
sshfs,fuse;glib;openssh;python-docutils;
startup-notification,xcb-util;xorg-libraries;
stunnel,
subversion,apache;apache-ant;apr-util;cyrus-sasl;dbus;gnome-keyring;libsecret;openjdk;python-py3c;python2;ruby;serf;sqlite;swig;
sudo,linux-pam;mit-kerberos-v5;openldap;sendmail;
swig,boost;pcre;
sxhkd,
syndication,
syntax-highlighting,
sysprof,gtk+3;libdazzle;polkit;
sysstat,
systemd,btrfs-progs;cryptsetup;curl;git;gnutls;iptables;libgcrypt;libidn2;libpwquality;libseccomp;libxkbcommon;linux-pam;make-ca;pcre2;polkit;qemu;qrencode;valgrind;zsh;docbook-xml45;docbook-xsl;libxslt;python-lxml
systemsettings,
taglib,boost;cmake;
talloc,docbook-xml45;docbook-xsl;gdb;git;libnsl;libtirpc;libxslt;python2;valgrind;xfsprogs;
tar,
tcl,
tcsh,
tdb,
telepathy-glib,dbus-glib;gobject-introspection;gtk-doc;libxslt;vala;
telepathy-logger,gobject-introspection;gtk-doc;python2;sqlite;telepathy-glib;
telepathy-mission-control,gtk-doc;libgnome-keyring;networkmanager;telepathy-glib;upower;
tepl,amtk;gtk-doc;gtksourceview4;libxml2;uchardet;valgrind;icu;
testresources,python;python-fixtures;python2;testtools;
testscenarios,python2;testtools;
testtools,python;python2;
texinfo,
texlive,fontconfig;freetype;gc;ghostscript;graphite2;harfbuzz;icu;libpaper;libpng;poppler;xorg;
thin-provisioning-tools,boost;expat;
threadweaver,
thunar,exo;libgudev;libnotify;pcre;gtk-doc;gvfs;libexif;
thunar-volman,exo;libgudev;libnotify;gvfs;
thunderbird,autoconf213;cbindgen;clang;cyrus-sasl;dbus-glib;doxygen;gconf;gtk+2;gtk+3;icu;libevent;llvm;nodejs;nspr;nss;pulseaudio;python;sqlite;startup-notification;unzip;wget;wireless-tools;yasm;zip;
tidy-html5,cmake;libxslt;
tigervnc,cmake;fltk;gnutls;imagemagick;libgcrypt;libjpeg-turbo;linux-pam;pixman;xorg-applications;xorg-legacy;
time,
tk,xorg-libraries;
totem-pl-parser,cmake;gobject-introspection;gtk-doc;gvfs;libarchive;libgcrypt;libsoup;
traceroute,
tracker2,gobject-introspection;gtk-doc;icu;json-glib;libseccomp;libsoup;networkmanager;sqlite;upower;vala;
tracker3,json-glib;libseccomp;libsoup;vala;gobject-introspection;icu;networkmanager;sqlite;upower;asciidoc;gtk-doc;
tracker-miners2,gst-plugins-base;tracker2;exempi;gexiv2;ffmpeg;flac;giflib;icu;libexif;libgrss;libgxps;poppler;cmake;dconf;libgsf;libseccomp;taglib;totem-pl-parser;upower;
tracker-miners3,gst-plugins-base;tracker3;exempi;gexiv2;ffmpeg;giflib;icu;libexif;libgrss;libgxps;poppler;asciidoc;cmake;dconf;libgsf;libseccomp;taglib;totem-pl-parser;upower;
transcode,alsa-lib;faac;ffmpeg;freetype;lame;liba52;libdv;libdvdread;libjpeg-turbo;libmpeg2;libogg;libquicktime;libtheora;libvorbis;libxml2;lzo;sdl;v4l-utils;x264;xorg-libraries;xvid;
transmission,curl;doxygen;gdb;gtk+3;libevent;qt;
tree,
tripwire,sendmail;
trousers,
tumbler,curl;freetype;gdk-pixbuf;glib;gst-plugins-base;gtk-doc;libgsf;libjpeg-turbo;libpng;poppler;
twm,xorg-legacy;xorg-server;
uchardet,cmake;
udisks,gobject-introspection;gtk-doc;libatasmart;libblockdev;libgudev;libxslt;lvm2;ntfs-3g;polkit;python-pygobject;python-dbus;systemd;
uhttpmock,gobject-introspection;gtk-doc;libsoup;vala;
umockdev,gtk-doc;libgudev;vala;
unbound,doxygen;libevent;nettle;python2;swig;
unixodbc,pth;
unrar,
unzip,
upower,gobject-introspection;gtk-doc;libgudev;libusb;polkit;python-dbusmock;umockdev;
usbutils,libusb;wget;
user-manager,
util-linux,
util-macros,
v4l-utils,alsa-lib;doxygen;glu;libjpeg-turbo;llvm;qt;sdl2;
vala,dbus;glib;graphviz;libxslt;
valgrind,clang;gdb;llvm;which;
vim,gpm;gtk+3;lua;python2;rsync;ruby;xorg;
vinagre,avahi;gtk-vnc;itstool;libsecret;telepathy-glib;vala;vte;
vlc,alsa-lib;desktop-file-utils;ffmpeg;liba52;libgcrypt;libmad;lua52;xorg;dbus;libidn;libssh2;libarchive;libcddb;libdv;libdvdcss;libdvddread;libdvdnav;opencv;samba;v4l-utils;libcdio;libogg;faad2;flac;libass;libmpeg2;libpng;libtheora;libva;libvorbis;opus;speex;x264;aalib;fontconfig;freetype;fribidi;librsvg;libvdpau;pulseaudio;libsamplerate;qt;avahi;gnutls;libnotify;libxml2;taglib;
volume-key,cryptsetup;glib;gpgme;nss;python2;swig;
vorbis-tools,curl;flac;libao;libvorbis;speex;
vscodium,nodejs;
vsftpd,libcap;libnsl;linux-pam;
vte,fribidi;gnutls;gobject-introspection;gtk+3;gtk-doc;libxml2;pcre2;vala;icu;
vte028,gobject-introspection;gtk+2;gtk-doc;python2-pygtk;
vulkan,
wayland,docbook-xml45;docbook-xsl;doxygen;graphviz;libxml2;libxslt;xmlto;
wayland-protocols,wayland;
webkitgtk+,bubblewrap;cairo;cmake;enchant;geoclue;gobject-introspection;gst-plugins-bad;gst-plugins-base;gtk+3;gtk-doc;harfbuzz;hicolor-icon-theme;icu;libgudev;libnotify;libsecret;libsoup;libwebp;mesa;openjpeg;ruby;sqlite;wayland;which;woff2;
wget,gnutls;libidn2;libpsl;pcre;pcre2;perl-http-daemon;perl-io-socket-ssl;valgrind;
which,
whois,libidn;libidn2;
wireless-tools,
wireshark,brotli;c-ares;doxygen;git;glib;gnutls;libgcrypt;libnl;libpcap;libxml2;libxslt;lua;mit-kerberos-v5;nghttp2;qt;sbc;speex;v5;
woff2,brotli;cmake;
wpa-supplicant,dbus;desktop-file-utils;libnl;libxml2;qt;
wv,libgsf;libpng;
wxwidgets,xorg;
x11perf,
x264,nasm;
x265,cmake;nasm;
xapian,valgrind;
xarchiver,gtk+2;gtk+3;
xauth,
xbacklight,
xbitmaps,util-macros;
xcb-proto,libxml2;
xcb-util,doxygen;libxcb;
xcb-util-cursor,doxygen;xcb-util;
xcb-util-image,doxygen;xcb-util;
xcb-util-keysyms,doxygen;libxcb;
xcb-util-renderutil,doxygen;libxcb;
xcb-util-wm,doxygen;libxcb;
xclock,xorg-libraries;
xcmsdb,
xcursor-themes,xorg-applications;
xcursorgen,
xdg-desktop-portal-kde,
xdg-user-dirs,
xdg-utils,lynx;xmlto;
xdpyinfo,
xdriinfo,
xev,
xfburn,exo;gst-plugins-base;libburn;libisofs;libxfce4ui;
xfce4-appfinder,garcon;
xfce4-notifyd,libnotify;libxfce4ui;xfce4-panel;
xfce4-panel,cairo;exo;garcon;gtk-doc;libwnck3;
xfce4-power-manager,libnotify;upower;xfce4-panel;networkmanager;polkit;
xfce4-pulseaudio-plugin,dbus-glib;keybinder3;libnotify;pulseaudio;xfce4-panel;
xfce4-session,desktop-file-utils;libwnck3;libxfce4ui;polkit-gnome;shared-mime-info;
xfce4-settings,colord;exo;garcon;libcanberra;libinput;libnotify;libxklavier;upower;
xfce4-terminal,libxfce4ui;vte;
xfconf,gtk-doc;libxfce4util;vala;
xfdesktop,exo;libnotify;libwnck3;startup-notification;thunar;
xfsprogs,inih;icu;
xfwm4,libwnck3;libxfce4ui;startup-notification;
xgamma,
xhost,
xindy,clisp;texlive;
xine-lib,aalib;alsa;doxygen;faad2;ffmpeg;flac;gdk-pixbuf;glu;imagemagick;liba52;libdvdcss;libdvdnav;libmad;libmng;libtheora;libva;libvdpau;libvorbis;libvpx;mesa;pulseaudio;samba;sdl;speex;v4l-utils;xorg;
xine-ui,aalib;curl;shared-mime-info;xine-lib;
xinit,twm;xclock;xorg-libraries;xterm;
xinput,
xkbcomp,
xkbevd,
xkbutils,
xkeyboard-config,xorg-libraries;
xkill,
xlsatoms,
xlsclients,
xmessage,
xmlto,docbook-xml45;docbook-xsl;fop;libxslt;links;lynx;
xmodmap,
xorg,libxau;libxcb;libxdmcp;mesa;twm;util-macros;xbitmaps;xcb-proto;xcb-util;xcb-util-cursor;xcb-util-image;xcb-util-keysyms;xcb-util-renderutil;xcb-util-wm;xclock;xcursor-themes;xinit;xkeyboard-config;xorg-applications;xorg-drivers;xorg-fonts;xorg-legacy;xorg-libraries;xorg-server;xorgproto;xterm;
xorg-amdgpu-driver,xorg-server;
xorg-applications,iceauth;luit;mkfontdir;mkfontscale;sessreg;setxkbmap;smproxy;x11perf;xauth;xbacklight;xcmsdb;xcursorgen;xdpyinfo;xdriinfo;xev;xgamma;xhost;xinput;xkbcomp;xkbevd;xkbutils;xkill;xlsatoms;xlsclients;xmessage;xmodmap;xpr;xprop;xrandr;xrdb;xrefresh;xset;xsetroot;xvinfo;xwd;xwininfo;xwud;libpng;linux-pam;mesa;xbitmaps;xcb-util;
xorg-ati-driver,xorg-server;
xorg-drivers,libevdev;libinput;libva;libvdpau;libvdpau-va-gl;xorg-amdgpu-driver;xorg-ati-driver;xorg-evdev-driver;xorg-fbdev-driver;xorg-intel-driver;xorg-libinput-driver;xorg-nouveau-driver;xorg-synaptics-driver;xorg-vmware-driver;xorg-wacom-driver;
xorg-evdev-driver,libevdev;mtdev;xorg-server;
xorg-fbdev-driver,xorg-server;
xorg-fonts,encodings;font-adobe-utopia-type1;font-alias;font-bh-ttf;font-bh-type1;font-ibm-type1;font-misc-ethiopic;font-util;font-xfree86-type1;xorg-fonts-deps;
xorg-fonts-deps,xcursor-themes;
xorg-intel-driver,xcb-util;xorg-server;
xorg-legacy,bdftopcf;font-adobe-100dpi;font-adobe-75dpi;font-daewoo-misc;font-isas-misc;font-jis-misc;font-misc-misc;xcursor-themes;
xorg-libinput-driver,libinput;xorg-server;
xorg-libraries,fontconfig;fop;libxcb;links;lynx;xmlto;xtrans;libx11;libxext;libfs;libice;libsm;libxscrnsaver;libxt;libxmu;libxpm;libxaw;libxfixes;libxcomposite;libxrender;libxcursor;libxdamage;libfontenc;libxfont2;libxft;libxi;libxinerama;libxrandr;libxres;libxtst;libxv;libxvmc;libxxf86dga;libxxf86vm;libdmx;libpciaccess;libxkbfile;libxshmfence;
xorg-nouveau-driver,xorg-server;
xorg-server,doxygen;fop;libepoxy;libgcrypt;nettle;pixman;systemd;wayland;wayland-protocols;xcb-util-image;xcb-util-keysyms;xcb-util-renderutil;xcb-util-wm;xkeyboard-config;xmlto;xorg-fonts;
xorg-synaptics-driver,libevdev;xorg-server;
xorg-vmware-driver,xorg-server;
xorg-wacom-driver,doxygen;graphviz;xorg-server;
xorgproto,asciidoc;fop;libxslt;util-macros;xmlto;
xpr,
xprop,
xrandr,
xrdb,
xrefresh,
xsane,gimp;gtk+2;little-cms1;sane;
xscreensaver,gdm;glu;gdk-pixbuf-xlib;libglade;linux-pam;xorg-applications;
xset,
xsetroot,
xterm,pcre;pcre2;valgrind;xorg-applications;
xtrans,
xvid,yasm;nasm;
xvinfo,
xwd,
xwininfo,
xwud,
xxhash,
xz,
yasm,python2;
yelp,desktop-file-utils;gsettings-desktop-schemas;gtk-doc;webkitgtk+;yelp-xsl;
yelp-xsl,itstool;libxslt;
ypbind,
zenity,gtk+3;itstool;libnotify;libxslt;webkitgtk+;
zip,
zlib,
zsh,libcap;linux-pam;pcre;valgrind;
zstd,
